KODAS;PAVADINIMAS;GALIOJA;SUMINE;SUKURIMO_DATA;MODIFIKAVIMO_DATA
6000760;"Sveikatos programų finansavimas (Aplinkos apsaugos rėmimo specialiosios programos lėšos)";Y;N;20-NOV-07;14-MAR-08
6000761;"Gyventojų sveikatos apsaugos programų įgyvendinimas (lėšų likutis)";Y;N;24-SEP-13;24-SEP-13
6000762;"Priklausomybės ligų prevencija (savivaldybės biudžeto lėšos)";Y;N;03-OCT-16;03-OCT-16
6000763;"Infekcinių ligų profilaktika (ŽIV/AIDS, TBC/DOTS, VH ir kt. infekcinių susirgimų) ir benamių sveikatos priežiūros bei švarinimo paslaugos";Y;N;27-JAN-17;08-JAN-20
6000764;"Ilgalaikės socialinio būsto nuomos mokesčio kompensavimas";Y;N;17-FEB-20;17-FEB-20
6000765;"Socialinio būsto plėtra (pagal ES regioninę priemonę Nr. 08.1.2-CPVA-R-408) (ES likučiai)";Y;N;19-FEB-20;19-FEB-20
6000766;"Išlaidų, susijusių su valstybės lygio ekstremaliosios situacijos dėl koronaviruso (COVID-19) ligos likvidavimu ir jos padarinių šalinimu, padengimas";Y;N;03-SEP-20;03-SEP-20
6000767;"Teikti paramą šeimoms ir asmenims būstui išsinuomoti";Y;N;15-SEP-20;15-SEP-20
6000768;"Teismo išlaidų ir antstolių paslaugų apmokėjimas (SPS)";Y;N;12-JAN-22;12-JAN-22
6000769;"Projektas „Vilniaus miesto socialinių paslaugų infrastruktūros tinklo kūrimas ir plėtra asmenims, turintiems proto ir (arba) psichikos negalią“";Y;N;18-JAN-22;18-JAN-22
6000770;"Vilniaus priklausomybės ligų centro išlaikymas";Y;N;20-NOV-07;14-MAR-08
6000771;"Vilniaus miesto priklausomybės ligų centro išlaikymas (Valstybės biudžetas)";Y;N;17-APR-12;17-APR-12
6000772;"Susitarimas su VŠT pagal išieškojimo negalimumo aktus, vartotojo mirties faktą patvirtinantį dokumentą";Y;N;12-JAN-22;18-JAN-22
6000773;"Slaugos ir palaikomojo gydymo paslaugoms apmokėti iki 30 d. per metus, kai terminas už kurį apmoka ligonių kasa yra pasibaigęs";Y;N;28-MAY-20;28-MAY-20
6000774;"Specializuotos (ASSIP) pagalbos teikimas asmenims po mėginimo nusižudyti       ";Y;N;19-FEB-20;19-FEB-20
6000775;"Skubios psichologinės pagalbos įvykio vietoje užtikrinimas     ";Y;N;19-FEB-20;19-FEB-20
6000776;"Žemo slenksčio mobilių paslaugų teikimas Vilniaus miesto savivaldybėje ir Žemo slenksčio stacionarių paslaugų teikimas Vilniaus miesto savivaldybėje";Y;N;19-FEB-20;19-FEB-20
6000777;"Vilniaus sutrikusio vystymosi kūdikių namų psichosocialinės paslaugos vaikui ir šeimai,  teikiamos paslaugų gavėjų namuose (mobilios paslaugos)";Y;N;19-FEB-20;19-FEB-20
6000778;"ASP paslaugų gydymo išlaidų kompensavimas už asmenų, nedraustų PSD lėšomis bei draustų PSD lėšomis kuriems gydymo terminas, finansuojamas TLK lėšomis, pasibaigęs";Y;N;19-FEB-20;19-FEB-20
6000779;"Šeimos gydytojo paslaugų užtikrinimas ASPĮ nedarbo metu";Y;N;19-FEB-20;19-FEB-20
6000780;"Vilniaus priklausomybės ligų centro specialioji programa";Y;N;20-NOV-07;14-MAR-08
6000781;"Vilniaus miesto savivaldybės visuomenės sveikatos biuro specialioji programa";Y;N;19-NOV-13;19-NOV-13
6000782;"Vilniaus miesto savivaldybės visuomenės sveikatos biuro specialiosios programos lėšų likučiai";Y;N;27-JAN-17;27-JAN-17
6000785;"Gulinčių nefrologinių ligonių pervežimas iš palaikomojo gydymo ir slaugos ligoninių dializės paslaugoms  (VšĮ GMPS)";Y;N;02-FEB-21;02-FEB-21
6000790;"Vilniaus sveiko miesto biuro išlaikymas";Y;N;20-NOV-07;14-MAR-08
6000791;"Vilniaus miesto savivaldybės visuomenės sveikatos biuro visuomenės sveikatos priežiūros veiklos finansavimas";Y;N;18-NOV-11;18-NOV-11
6000793;"ES struktūrinių fondų lėšų bendrai finansuojamo projekto Nr. 08.4.2-ESFA-V-621-01-002 „Žemo slenksčio stacionarinių paslaugų teikimas Vilniaus miesto savivaldybėje“";Y;N;06-JAN-21;06-JAN-21
6000794;"ES struktūrinių fondų lėšų bendrai finansuojamo projekto Nr. 08.4.2-ESFA-V-621-01-0003 „Žemo slenksčio mobilių paslaugų teikimas Vilniaus miesto savivaldybėje“";Y;N;06-JAN-21;06-JAN-21
6000795;"Vilniaus miesto savivaldybės visuomenės sveikatos biuro išlaikymas (Savivaldybės lėšos)";Y;N;07-JAN-09;28-JAN-09
6000796;"Medicinos personalo išlaikymas iš privalomojo sveikatos draudimo fondo lėšų (BĮ Vilniaus miesto savivaldybės visuomenės sveikatos biuras)";Y;N;14-MAY-13;14-MAY-13
6000797;"Mokinių visuomenės sveikatos priežiūra (Vilniaus miesto savivaldybės visuomenės sveikatos biuras)";Y;N;11-FEB-14;11-FEB-14
6000798;"Visuomenės sveikatos stiprinimas ir stebėsena (Vilniaus miesto savivaldybės visuomenės sveikatos biuras)";Y;N;11-FEB-14;11-FEB-14
6000799;"Išlaidų kompensacija dėl COVID-19 ligos suvaldymo, esant valstybės lygio ekstremaliajai situacijai";Y;N;08-OCT-20;08-OCT-20
6000800;"Deratizacijos paslaugos";Y;N;20-NOV-07;14-MAR-08
6000801;"Mirusiųjų palaikų laikino laikymo (saugojimo) paslaugos (Savivaldybės lėšos)";Y;N;07-JAN-09;07-JAN-09
6000802;"Administracijos direktoriaus 2011-03-31 įsakymas Nr. 30-508 (viešajai įstaigai „TC Veržuva“ pastatui renovuoti)";Y;N;12-APR-11;12-APR-11
6000803;"Administracijos direktoriaus 2011-03-31 įsakymas Nr. 30-508 (Pasaulio gydytojų federacijos „Už žmogaus gyvybę“ Lietuvos asociacijai knygelės „Galėję gyventi“ leidybai paremti)";Y;N;12-APR-11;12-APR-11
6000804;"Administracijos direktoriaus 2011-04-21 įsakymas Nr. 30-648 (Studijų ir mokslo paramos fondui veiklai paremti)";Y;N;29-APR-11;29-APR-11
6000805;"Administracijos direktoriaus 2011-07-28 įsakymas Nr. 30-1075 (VšĮ Sapiegos ligoninei)";Y;N;28-JUL-11;28-JUL-11
6000806;"Deratizacijos paslaugos";Y;N;10-FEB-15;10-FEB-15
6000807;"ES struktūrinių fondų lėšų bendrai finansuojamo projekto Nr. 08.4.2-ESFA-V-621-01-002 „Žemo slenksčio stacionarinių paslaugų teikimas Vilniaus miesto savivaldybėje“";Y;N;08-JAN-20;08-JAN-20
6000808;"ES struktūrinių fondų lėšų bendrai finansuojamo projekto Nr. 08.4.2-ESFA-V-621-01-0003 „Žemo slenksčio mobilių paslaugų teikimas Vilniaus miesto savivaldybėje“";Y;N;08-JAN-20;08-JAN-20
6000809;"Ekstrakorporinės litotripsijos aparatas (savivaldybės biudžeto lėšos)";Y;N;03-FEB-17;03-FEB-17
6000810;"Sveikatos priežiūros įstaigų rėmimas (Administracijos direktoriaus rezervas)";Y;N;20-NOV-07;07-MAY-09
6000811;"Administracijos direktoriaus 2009-05-08 įsakymas Nr. 30-809 (Sveikatos priežiūros įstaigų rėmimas)";Y;N;14-MAY-09;14-MAY-09
6000812;"Administracijos direktoriaus 2009-06-16 įsakymas Nr. 30-1095 (Sveikatos priežiūros įstaigų rėmimas)";Y;N;17-JUN-09;17-JUN-09
6000813;"Administracijos direktoriaus 2009-07-10 d. įsakymas Nr. 30-1221 (Sveikatos priežiūros įstaigų rėmimas)";Y;N;14-JUL-09;14-JUL-09
6000814;"Administracijos direktoriaus 2009-10-05 įsakymas Nr. 20-1711";Y;N;12-OCT-09;12-OCT-09
6000815;"Administracijos direktoriaus 2009-11-13d. įsakymas Nr. 30-2002";Y;N;18-NOV-09;18-NOV-09
6000816;"Administracijos direktoriaus 2009-12-18d. įsakymas Nr. 30-2195";Y;N;21-DEC-09;21-DEC-09
6000817;"Administracijos direktoriaus 2010-02-26 įsakymas Nr. 30-436 (EPI draugija)";Y;N;02-MAR-10;02-MAR-10
6000818;"Administracijos direktoriaus 2010-02-26 įsakymas Nr. 30-436 (VšĮ „TC Veržuva“)";Y;N;02-MAR-10;02-MAR-10
6000819;"Administracijos direktoriaus 2010-04-09 įsakymas Nr. 30-772 (draugija „Baltų ainiai“)";Y;N;12-APR-10;12-APR-10
6000820;"Sveikatos priežiūros įstaigų išlaidų padengimas (Savivaldybės lėšos)";Y;N;20-NOV-07;03-APR-17
6000821;"Administracijos direktoriaus 2010-06-08 įsakymas Nr. 30-1354 3 p.(Studijų ir mokslo paramos fondui paremti)";Y;N;09-JUN-10;09-JUN-10
6000822;"Administracijos direktoriaus 2010-09-21 įsakymas Nr. 30-1760 (Vilniaus epilepsija sergančiųjų draugijai ""EPI draugija"" paremti)";Y;N;29-SEP-10;29-SEP-10
6000823;"Administracijos direktoriaus 2010-09-21 įsakymas Nr. 30-1760  (Amžinės geltonosios dėmės degeneracijos pacientų draugijai lankstinukų apie amžinės geltonosios dėmės degeneracijos ligą leidybai iš dalies paremti)";Y;N;29-SEP-10;29-SEP-10
6000824;"Administracijos direktoriaus 2010-10-29 įsakymas Nr. 30-1944, 2.1 punktas  (UAB ,,Patys“ apmokėti už pirktą mineralinį vandenį, kuris kaitros metu nemokamai buvo dalijamas miesto gyventojams)";Y;N;15-NOV-10;15-NOV-10
6000825;"Administracijos direktoriaus 2010-11-30 įsakymas Nr. 30-2086, 4.2 punktas  (VšĮ „Vaikų linija“ savanorių mokymams organizuoti ir Vaikų linijos mokymo programai sukurti)";Y;N;06-DEC-10;06-DEC-10
6000826;"Administracijos direktoriaus 2010-12-17 įsakymas Nr. 30-2218 (Viešoji įstaiga Vilniaus ir Alytaus regionų aklųjų centras)";Y;N;21-DEC-10;21-DEC-10
6000827;"Administracijos direktoriaus 2011-03-31 įsakymas Nr. 30-508 (Amžinės geltonosios dėmės degeneracijos pacientų draugijai veiklai paremti)";Y;N;12-APR-11;12-APR-11
6000828;"Administracijos direktoriaus 2011-03-31 įsakymas Nr. 30-508, (viešajai įstaigai „Vaikų linija“ veiklai paremti)";Y;N;12-APR-11;12-APR-11
6000829;"Administracijos direktoriaus 2011-04-11 įsakymas Nr. 30-562, (viešajai įstaigai Karoliniškių poliklinikai serveriui įsigyti)";Y;N;13-APR-11;13-APR-11
6000830;"Viešosios įstaigos Vilniaus greitosios pagalbos universitetinės ligoninės nebaigto statyti korpuso Vilniuje, Šiltnamių g. 29, rekonstravimas ir pritaikymas Priėmimo skyriui*";Y;N;20-NOV-07;24-APR-08
6000831;"Viešosios įstaigos Vilniaus greitosios pagalbos universitetinės ligoninės nebaigto statyti korpuso Vilniuje, Šiltnamių g. 29, rekonstravimas ir pritaikymas Priėmimo skyriui";Y;N;30-MAR-09;30-MAR-09
6000832;"Viešosios įstaigos Vilniaus greitosios pagalbos universitetinės ligoninės nebaigto statyti korpuso Vilniuje, Šiltnamių g. 29, rekonstravimas ir pritaikymas Priėmimo skyriui";Y;N;18-FEB-10;18-FEB-10
6000833;"Viešosios įstaigos Vilniaus miesto klinikinės ligoninės Centrinės sterilizacinės Antakalnio g. 57, Vilniuje, rekonstrukcija (SB)";Y;N;08-JUN-17;08-JUN-17
6000834;"Šeimos gydytojo institucijos stiprinimas Vilniaus m. savivaldybei pavadžiose sveikatos priežiūros įstaigose (SB)";Y;N;15-JAN-18;15-JAN-18
6000835;"Socialinių reikalų ir sveikatos departamento viešųjų įstaigų reorganizacija, restruktūrizacija, renovacija ir medicininės įrangos įsigijimas (skoloms)";Y;N;15-JAN-18;15-JAN-18
6000836;"Gydomosios paskirties pastatų, Antakalnio g. 59, Vilniuje rekonstravimas ir statyba (SB)";Y;N;11-FEB-19;11-FEB-19
6000837;"Projektų finansavimas, organizuojamų renginių, konferencijų, seminarų rėmimas (SB)";Y;N;11-FEB-19;11-FEB-19
6000838;"VšĮ Naujininkų poliklinikos Salininkų ambulatorijos statyba ir įrengimas (SB)";Y;N;11-FEB-19;11-FEB-19
6000839;"VšĮ M. Marcinkevičiaus ligoninės Kompiuterinio tomografo įsigijimo išlaidų kompensavimas (SB)";Y;N;11-FEB-19;11-FEB-19
6000840;"Sveikatos priežiūros įstaigų reorganizavimas, rekonstravimas, renovavimas ir materialinės bazės atnaujinimas (Valstybės privatizavimo fondo lėšos)";Y;N;20-NOV-07;21-FEB-13
6000841;"VšĮ VMKL personalo ir lankytojų drabužinių įrengimas (SB)";Y;N;12-FEB-18;12-FEB-18
6000842;"Slenkančių-sukamų durų įrengimas VšĮ Antakalnio poliklinikoje (SB)";Y;N;12-FEB-18;12-APR-18
6000843;"VšĮ Mykolo Marcinkevičiaus ligoninės vandentiekio ir ūkio buities nuotekų sistemos rekonstrukcija (SB)";Y;N;12-FEB-18;12-FEB-18
6000844;"VšĮ Vilniaus miesto klinikinės ligoninės Centrinės sterilizacinės  Antakalnio g. 57, Vilniuje, įrangos įsigijimas (SB)";Y;N;12-FEB-18;12-FEB-18
6000845;"Vilniaus miesto Psichikos sveikatos strategijos įgyvendinimas (SB)";Y;N;12-FEB-18;02-JUL-18
6000846;"Lifto įrengimas neįgaliesiems esamoje mažo krovininio lifto šachtoje VšĮ Vilkpėdės ligoninėje (SB)";Y;N;12-APR-18;12-APR-18
6000847;"VšĮ Karoliniškių poliklinikos universalios stacionarios rentgeno diagnostikos medicinos priemonės (prietaiso) įsigijimas (Specialiosios tikslinės dotacijos lėšos)";Y;N;03-APR-19;03-APR-19
6000848;"VšĮ M. Marcinkevičiaus ligoninės universalios stacionarios rentgeno diagnostikos medicinos priemonės (prietaiso) įsigijimas (Specialiosios tikslinės dotacijos lėšos)";Y;N;03-APR-19;03-APR-19
6000849;"Gydomosios paskirties pastatų, Antakalnio g. 59, Vilniuje rekonstravimas ir remontas (skolintos)";Y;N;17-JUN-19;17-JUN-19
6000850;"Viešosios įstaigos Vilniaus greitosios pagalbos universitetinės ligoninės nebaigto statyti korpuso Vilniuje, Šiltnamių g. 29, rekonstravimas ir pritaikymas Priėmimo skyriui";Y;N;20-NOV-07;24-APR-08
6000851;"Labdaros valgyklos Gardino g. 2 rekonstrukcija - paslaugų centro įrengimas (skolintos)";Y;N;17-JUN-19;17-JUN-19
6000852;"Nakvynės namų A. Kojelavičiaus g. 50 rekonstrukcija (IP)";Y;N;17-JUN-19;17-JUN-19
6000853;"Socialinių veiklų ir inovacijų rėmimas";Y;N;02-JUL-19;02-JUL-19
6000854;"Tikslinių kompensacijų administravimas, dalyvavimas vertinant asmens savarankiškumą kasdienėje veikloje (SPC)";Y;N;02-JUL-19;02-JUL-19
6000855;"Kompleksinių paslaugų centro negalią turintiems vaikams ir jų šeimos nariams „Čiauškutė“ rekonstrukcija";Y;N;31-DEC-19;31-DEC-19
6000856;"VšĮ Vilniaus miesto psichikos sveikatos centro ūmios psichiatrijos, gerontopsichiatrijos ir psichosocialinės reabilitacijos korpuso statyba ir įrengimas Vasaros g. 5";Y;N;19-FEB-20;19-FEB-20
6000857;"VšĮ Naujosios Vilnios poliklinikos Fizinės medicinos ir reabilitacijos priestato statyba ir įrengimas";Y;N;19-FEB-20;28-JUL-22
6000858;"VšĮ Centro poliklinikos pastato Pylimo g. 3, Vilniuje statyba ir įrengimas";Y;N;19-FEB-20;19-FEB-20
6000859;"VšĮ Šeškinės poliklinikos medicinos įrangos atnaujinimas (Valstybės biudžeto lėšos)";Y;N;15-MAR-11;15-MAR-11
6000860;"Viešosios įstaigos Šeškinės poliklinikos pastato Vilniuje, Šeškinės g. 24, išorinių atitvarų rekonstravimas";Y;N;20-NOV-07;24-APR-08
6000861;"Medicinos technikos ir įrangos viešojoje įstaigoje Šeškinės poliklinikoje Vilniuje Šeškinės g. 24, atnaujinimas";Y;N;24-MAR-09;24-MAR-09
6000862;"VšĮ Šeškinės poliklinikos „Vaikų ambulatorinių- konsultacijų centrų Vilniaus mieste įkūrimas siekiant pagerinti sveikatos priežiūros paslaugų prieinamumą ir kokybę (kofinansavimas Norvegijos fondui)“ (Savivaldybės privatizavimo fondo lėšos)";Y;N;30-MAR-09;17-JUN-20
6000863;"VšĮ Šeškinės poliklinikos sveikatos mokymo patalpų įrengimas (Valstybės biudžeto lėšos)";Y;N;15-MAR-11;15-MAR-11
6000864;"Medicinos technikos ir įrangos viešojoje įstaigoje Šeškinės poliklinikoje Vilniuje, Šeškinės g. 24, atnaujinimas (Specialiosios tikslinės dotacijos lėšos)";Y;N;15-FEB-13;15-FEB-13
6000865;"VšĮ M. Marcinkevičiaus ligoninės, Kauno g. 7, teikiamų paslaugų plėtra ir optimizavimas (stacionarinė ir paliatyvi pagalba, palaikomasis gyd. ir slauga, geriatrija, terapija, neurologija) pastatant priestatą ir įsigyjant medicininę įrangą";Y;N;19-FEB-20;19-FEB-20
6000866;"Sveikatos priežiūros įstaigų veiklų ir inovacijų, socialinių ir ugdymo paskatų bei projektų finansavimas";Y;N;24-FEB-20;24-FEB-20
6000867;"VšĮ Naujininkų poliklinikos Salininkų ambulatorijos statyba ir įrengimas";Y;N;24-FEB-20;24-FEB-20
6000868;"VšĮ Vilniaus miesto klinikinės ligoninės operacinių, reanimacijos ir hemodializės bloko Antakalnio g. 57, Vilniuje, statyba ir įrengimas";Y;N;24-FEB-20;24-FEB-20
6000869;"Tikslinės lėšos vienkartinėms premijoms išmokėti ir darbo apmokėjimo įstatymui įgyvendinti";Y;N;28-MAY-20;07-JUL-21
6000870;"VšĮ  Vilniaus miesto universitetinės ligoninės Akušerijos, naujagimių ir vaikų skyrių rekonstravimas ir modernizavimas";Y;N;14-MAR-08;30-MAR-09
6000871;"Viešosios įstaigos Vilniaus miesto universitetinės ligoninės Akušerijos, Naujagimių ir Vaikų skyrių Vilniuje, Antakalnio g. 57, rekonstravimas ir modernizavimas";Y;N;18-FEB-10;18-FEB-10
6000872;"VšĮ Vilniaus miesto universitetinės ligoninės rentgeno aparato įsigijimas (Savivaldybės biudžeto lėšos)";Y;N;16-MAR-11;16-MAR-11
6000873;"Vingio parko pastato, M. K. Čiurlionio g. 100, Vilniuje remontas ir pritaikymas visuomenės sveikatos biuro reikmėms";Y;N;10-SEP-20;10-SEP-20
6000874;"Psichologinės gerovės ir psichikos sveikatos stiprinimo paslaugų teikimas (Visuomenės sveikatos biuras)";Y;N;17-SEP-20;17-SEP-20
6000875;"VšĮ Centro poliklinikos universalios stacionarios rentgeno diagnostikos medicinos priemonės įsigijimas";Y;N;24-SEP-20;24-SEP-20
6000876;"VšĮ Antakalnio poliklinikos universalios stacionarios rentgeno diagnostikos medicinos priemonės įsigijimas";Y;N;24-SEP-20;24-SEP-20
6000877;"VšĮ Lazdynų poliklinikos universalios stacionarios rentgeno diagnostikos medicinos priemonės įsigijimas";Y;N;24-SEP-20;24-SEP-20
6000878;"VšĮ Naujininkų poliklinikos universalios stacionarios rentgeno diagnostikos medicinos priemonės įsigijimas";Y;N;24-SEP-20;24-SEP-20
6000879;"VšĮ Karoliniškių poliklinikos universalios stacionarios rentgeno diagnostikos medicinos priemonės įsigijimas";Y;N;24-SEP-20;24-SEP-20
6000880;"VšĮ Vilniaus greitosios pagalbos  universitetinės ligoninės medicininė įranga (lizingas: B korpuso 8 aukštas, A korpuso 7 aukštas) (Savivaldybės privatizavimo fondo lėšos)";Y;N;14-MAR-08;30-MAR-09
6000881;"VšĮ Šeškinės poliklinikos universalios stacionarios rentgeno diagnostikos medicinos priemonės įsigijimas";Y;N;24-SEP-20;24-SEP-20
6000882;"VšĮ Mykolo Marcinkevičiaus ligoninės, Kauno g. 7, teikiamų paslaugų plėtra ir optimizavimas (stacionarinė paliatyvi pagalba, palaikomasis gydymas ir slauga, geriatrija, terapija, neurologija) pastatant priestatą ir įsigyjant med. įrangą";Y;N;19-NOV-20;19-NOV-20
6000883;"Kompleksinių paslaugų centro negalią turintiems vaikams ir jų šeimos nariams „Čiauškutė“  rekonstrukcija";Y;N;25-JAN-21;25-JAN-21
6000884;"VšĮ „Senevita“ finansavimas";Y;N;25-JAN-21;25-JAN-21
6000885;"VšĮ Mykolo Marcinkevičiaus ligoninės, Kauno g. 7, teikiamų paslaugų plėtra ir optimizavimas (stac. paliatyvi pagalba, palaikomasis gyd. ir slauga, geriatrija, terapija, neurologija) pastatant priestatą ir įsigyjant medicininę įrangą (SB)";Y;N;11-FEB-21;11-FEB-21
6000886;"Vingio parko pastato, M.K. Čiurlionio g. 100, Vilniuje remontas ir pritaikymas visuomenės sveikatos biuro reikmėms (SB lėšos)";Y;N;11-FEB-21;11-FEB-21
6000887;"Viešųjų asmens sveikatos priežiūros įstaigų patirtų išlaidų už skiepijimo nuo COVID-19 ligos, kompensavimas";Y;N;19-APR-21;19-APR-21
6000888;"Biudžetinių sveikatos priežiūros įstaigų patirtų išlaidų už skiepijimo nuo COVID-19 ligos, kompensavimas";Y;N;19-APR-21;19-APR-21
6000889;"VšĮ Greitosios medicinos pagalbos stoties patalpų nuomos išlaidų kompensavimas";Y;N;19-APR-21;19-APR-21
6000890;"VšĮ Vilniaus greitosios pagalbos  universitetinės ligoninės medicininė įranga (lizingas: B korpuso 1 ir 2 aukštas) (Savivaldybės privatizavimo fondo lėšos)";Y;N;14-MAR-08;30-MAR-09
6000891;"Viešųjų asmens sveikatos priežiūros įstaigų patirtų išlaidų už skiepijimo nuo COVID-19 ligos (COVID-19 pandemijos padariniams šalinti), kompensavimas";Y;N;03-SEP-21;03-SEP-21
6000892;"Viešųjų asmens sveikatos priežiūros įstaigų patirtų išlaidų (COVID-19 pandemijos padariniams šalinti) darbo užmokesčio kompensavimas";Y;N;18-OCT-21;18-OCT-21
6000893;"SARS-CoV-2 RNR nustatymo, kaupinių PGR ir SARS-CoV-2 viruso variantų nustatymo PGR  metodu atliktus tyrimus";Y;N;25-NOV-21;25-NOV-21
6000894;"COVID-19 ligos ėminių tyrimui ar greitajam testui paėmimo mobiliuosiuose punktuose ir COVID-19 tyrimo ar greitojo testo atlikimo paslauga (BĮ VVSB)";Y;N;25-NOV-21;25-NOV-21
6000895;"COVID-19 ligos ėminių tyrimui ar greitajam testui paėmimo mobiliuosiuose punktuose ir COVID-19 ligos (koronaviruso infekcijos) tyrimo ar greitojo testo atlikimo paslauga";Y;N;25-NOV-21;25-NOV-21
6000896;"Ėminių COVID-19 (koronoviruso infekcijos) tyrimui ar greitajam testui paėmimo COVID-19 ligos tyrimo ar greitojo testo atlikimo paslauga, suteikta ne mobiliuose punktuose";Y;N;07-DEC-21;07-DEC-21
6000897;"Informacijos apie kitoje šalyje asmeniui atliktą skiepijimą nuo ar persirgimą COVID-19 liga pagal asmens pateiktą kitos šalies sveikatos priežiūros įstaigos jam išduotą persirgimo dokumentą (PGR tyr.), įvedimą į el. informacinę sistemą";Y;N;13-DEC-21;13-DEC-21
6000898;"Kompleksinių paslaugų centro negalią turintiems vaikams ir jų šeimos nariams „Čiauškutė“  rekonstrukcija";Y;N;20-JAN-22;20-JAN-22
6000899;"Sveikatos priežiūros įstaigų reorganizacija, restruktūrizacija, renovacija ir medicininės įrangos įsigijimas (dotacijos iš FINMIN skoloms grąžinti)";Y;N;08-DEC-16;08-DEC-16
6000900;"Socialinių reikalų departamento viešųjų įstaigų reorganizacija, restruktūrizacija, renovacija ir medicininės įrangos įsigijimas (Savivaldybės privatizavimo fondo lėšos)";Y;N;14-MAR-08;27-MAR-09
